MAC;IMU;TIME;INDEX;QUATERNION_0;QUATERNION_1;QUATERNION_2;QUATERNION_3;ACCEL_ADXL355_0;ACCEL_ADXL355_1;ACCEL_ADXL355_2;ACCEL_BMI160_0;ACCEL_BMI160_1;ACCEL_BMI160_2;GYRO_0;GYRO_1;GYRO_2;GYRO_ECC_0;GYRO_ECC_1;GYRO_ECC_2
18:04:ED:C4:75:1A;imu9;1655928872195870;3410;0.000000;0.000000;0.000000;0.000000;-0.064375;10.156875;0.270000;-0.251250;10.267500;0.219375;-0.002131;-0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872207184;3411;0.000000;0.000000;0.000000;0.000000;-0.040000;10.173125;0.269375;-0.236875;10.260000;0.211875;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872218384;3412;0.000000;0.000000;0.000000;0.000000;-0.034375;10.158750;0.255625;-0.240625;10.275000;0.190000;0.000000;0.001065;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872229564;3413;0.000000;0.000000;0.000000;0.000000;-0.055625;10.160625;0.253750;-0.243750;10.267500;0.187500;-0.001065;0.002131;-0.002131;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872240789;3414;0.000000;0.000000;0.000000;0.000000;-0.064375;10.157500;0.263750;-0.259375;10.281875;0.206875;0.000000;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872241560;3415;0.000000;0.000000;0.000000;0.000000;-0.043750;10.169375;0.277500;-0.242500;10.283750;0.206875;-0.002131;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872252127;3416;0.000000;0.000000;0.000000;0.000000;-0.043750;10.163750;0.258750;-0.238125;10.282500;0.219375;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872263428;3417;0.000000;0.000000;0.000000;0.000000;-0.041250;10.146875;0.258125;-0.254375;10.291250;0.192500;-0.002131;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872274650;3418;0.000000;0.000000;0.000000;0.000000;-0.063125;10.161875;0.265625;-0.258125;10.273750;0.168125;-0.002131;0.000000;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872285899;3419;0.000000;0.000000;0.000000;0.000000;-0.055625;10.176875;0.271875;-0.261250;10.291875;0.193750;-0.001065;0.002131;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872297136;3420;0.000000;0.000000;0.000000;0.000000;-0.036875;10.158750;0.247500;-0.246875;10.295000;0.223750;-0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872308381;3421;0.000000;0.000000;0.000000;0.000000;-0.036250;10.161250;0.255000;-0.247500;10.291875;0.185000;0.000000;0.000000;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872319662;3422;0.000000;0.000000;0.000000;0.000000;-0.059375;10.166250;0.260000;-0.236875;10.284375;0.195625;0.000000;0.000000;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872330772;3423;0.000000;0.000000;0.000000;0.000000;-0.052500;10.166875;0.270000;-0.237500;10.301250;0.190625;0.000000;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872331557;3424;0.000000;0.000000;0.000000;0.000000;-0.042500;10.170625;0.255000;-0.275625;10.277500;0.223750;-0.002131;0.000000;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872342150;3425;0.000000;0.000000;0.000000;0.000000;-0.035000;10.158125;0.260625;-0.263750;10.287500;0.195625;-0.002131;-0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872353395;3426;0.000000;0.000000;0.000000;0.000000;-0.060625;10.154375;0.261875;-0.241250;10.276250;0.182500;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872364620;3427;0.000000;0.000000;0.000000;0.000000;-0.065625;10.155000;0.273750;-0.240625;10.253750;0.179375;-0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872375852;3428;0.000000;0.000000;0.000000;0.000000;-0.046250;10.156250;0.263125;-0.254375;10.293750;0.205000;-0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872387143;3429;0.000000;0.000000;0.000000;0.000000;-0.042500;10.157500;0.251875;-0.251875;10.286250;0.211875;0.000000;0.002131;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872398389;3430;0.000000;0.000000;0.000000;0.000000;-0.045000;10.153125;0.250625;-0.250000;10.266875;0.191875;-0.001065;0.002131;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872409639;3431;0.000000;0.000000;0.000000;0.000000;-0.075000;10.155000;0.263750;-0.243125;10.275000;0.196250;-0.001065;0.000000;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872420804;3432;0.000000;0.000000;0.000000;0.000000;-0.048750;10.171875;0.272500;-0.259375;10.275625;0.201250;-0.002131;0.000000;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872421850;3433;0.000000;0.000000;0.000000;0.000000;-0.041250;10.155000;0.266875;-0.236250;10.282500;0.200000;-0.002131;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872432170;3434;0.000000;0.000000;0.000000;0.000000;-0.040625;10.151250;0.273125;-0.239375;10.273750;0.200625;-0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872443652;3435;0.000000;0.000000;0.000000;0.000000;-0.056250;10.160000;0.265000;-0.239375;10.275625;0.194375;-0.002131;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872454621;3436;0.000000;0.000000;0.000000;0.000000;-0.052500;10.158125;0.268125;-0.251875;10.290625;0.182500;-0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872465932;3437;0.000000;0.000000;0.000000;0.000000;-0.038125;10.163750;0.258750;-0.253125;10.288750;0.205000;-0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872477124;3438;0.000000;0.000000;0.000000;0.000000;-0.038125;10.153125;0.253125;-0.256250;10.284375;0.221875;-0.002131;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872488421;3439;0.000000;0.000000;0.000000;0.000000;-0.056875;10.163750;0.251875;-0.236250;10.280625;0.196875;-0.001065;0.002131;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872499608;3440;0.000000;0.000000;0.000000;0.000000;-0.063125;10.171250;0.273125;-0.268750;10.296875;0.211250;0.000000;0.002131;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872510869;3441;0.000000;0.000000;0.000000;0.000000;-0.040625;10.173750;0.269375;-0.281250;10.295000;0.204375;-0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872511583;3442;0.000000;0.000000;0.000000;0.000000;-0.040625;10.160625;0.256875;-0.256875;10.282500;0.188125;0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872522141;3443;0.000000;0.000000;0.000000;0.000000;-0.035625;10.160000;0.266250;-0.250000;10.280000;0.212500;-0.001065;0.000000;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872533645;3444;0.000000;0.000000;0.000000;0.000000;-0.063750;10.165625;0.267500;-0.270000;10.286250;0.197500;-0.001065;-0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872544643;3445;0.000000;0.000000;0.000000;0.000000;-0.050000;10.165000;0.269375;-0.276250;10.285625;0.178125;0.000000;0.002131;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872555905;3446;0.000000;0.000000;0.000000;0.000000;-0.041250;10.160000;0.261875;-0.260000;10.293125;0.193125;-0.001065;-0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872567159;3447;0.000000;0.000000;0.000000;0.000000;-0.052500;10.151250;0.260000;-0.266250;10.293125;0.198750;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872578486;3448;0.000000;0.000000;0.000000;0.000000;-0.055000;10.166875;0.255625;-0.255000;10.286250;0.218750;0.000000;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872589944;3449;0.000000;0.000000;0.000000;0.000000;-0.053750;10.171875;0.267500;-0.230625;10.261875;0.200000;0.000000;0.000000;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872600847;3450;0.000000;0.000000;0.000000;0.000000;-0.039375;10.161875;0.260000;-0.258125;10.273125;0.193750;0.000000;0.001065;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872601630;3451;0.000000;0.000000;0.000000;0.000000;-0.043750;10.150000;0.258750;-0.270000;10.280625;0.206875;-0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872612180;3452;0.000000;0.000000;0.000000;0.000000;-0.061250;10.156250;0.263750;-0.260000;10.290000;0.213750;0.000000;0.001065;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872623358;3453;0.000000;0.000000;0.000000;0.000000;-0.054375;10.169375;0.266250;-0.243750;10.281250;0.189375;0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872634644;3454;0.000000;0.000000;0.000000;0.000000;-0.045000;10.165625;0.257500;-0.250625;10.272500;0.180000;0.000000;0.001065;-0.002131;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872645920;3455;0.000000;0.000000;0.000000;0.000000;-0.041250;10.150000;0.255000;-0.219375;10.291250;0.214375;0.000000;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872657095;3456;0.000000;0.000000;0.000000;0.000000;-0.063750;10.149375;0.259375;-0.236875;10.291250;0.201875;0.000000;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872668386;3457;0.000000;0.000000;0.000000;0.000000;-0.049375;10.169375;0.258750;-0.257500;10.293750;0.193125;0.000000;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872679665;3458;0.000000;0.000000;0.000000;0.000000;-0.039375;10.161875;0.262500;-0.250000;10.275625;0.186250;0.000000;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872690811;3459;0.000000;0.000000;0.000000;0.000000;-0.037500;10.150625;0.263750;-0.251875;10.278125;0.220625;0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872691558;3460;0.000000;0.000000;0.000000;0.000000;-0.054375;10.161250;0.261875;-0.264375;10.278125;0.175000;-0.001065;0.000000;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872702139;3461;0.000000;0.000000;0.000000;0.000000;-0.059375;10.157500;0.261250;-0.236875;10.275625;0.163750;-0.002131;0.000000;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872713394;3462;0.000000;0.000000;0.000000;0.000000;-0.043750;10.160625;0.260625;-0.271250;10.288125;0.227500;-0.001065;0.002131;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872724644;3463;0.000000;0.000000;0.000000;0.000000;-0.035625;10.152500;0.274375;-0.271250;10.276250;0.221875;0.000000;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872735932;3464;0.000000;0.000000;0.000000;0.000000;-0.050625;10.161875;0.264375;-0.253125;10.283125;0.186250;-0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872746843;3465;0.000000;0.000000;0.000000;0.000000;-0.063750;10.167500;0.271250;-0.252500;10.283125;0.199375;0.000000;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872758109;3466;0.000000;0.000000;0.000000;0.000000;-0.046875;10.165000;0.270625;-0.268125;10.293750;0.199375;0.000000;0.000000;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872769370;3467;0.000000;0.000000;0.000000;0.000000;-0.044375;10.161875;0.261875;-0.250000;10.274375;0.179375;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872780778;3468;0.000000;0.000000;0.000000;0.000000;-0.037500;10.150625;0.258125;-0.249375;10.277500;0.184375;-0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872781223;3469;0.000000;0.000000;0.000000;0.000000;-0.054375;10.156250;0.251250;-0.245000;10.284375;0.185625;0.000000;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872792047;3470;0.000000;0.000000;0.000000;0.000000;-0.059375;10.163125;0.252500;-0.257500;10.265000;0.186875;-0.001065;0.001065;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872803091;3471;0.000000;0.000000;0.000000;0.000000;-0.042500;10.169375;0.263125;-0.265000;10.276875;0.185000;0.000000;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872814677;3472;0.000000;0.000000;0.000000;0.000000;-0.036250;10.156250;0.260000;-0.249375;10.308750;0.211875;0.000000;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872825885;3473;0.000000;0.000000;0.000000;0.000000;-0.051250;10.156875;0.267500;-0.241250;10.279375;0.205625;0.000000;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872837033;3474;0.000000;0.000000;0.000000;0.000000;-0.058125;10.161875;0.268750;-0.253750;10.274375;0.215000;0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872848456;3475;0.000000;0.000000;0.000000;0.000000;-0.047500;10.158750;0.252500;-0.240000;10.291875;0.205625;0.000000;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872859637;3476;0.000000;0.000000;0.000000;0.000000;-0.027500;10.156250;0.271250;-0.262500;10.284375;0.208750;-0.001065;0.000000;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872870822;3477;0.000000;0.000000;0.000000;0.000000;-0.048125;10.153125;0.262500;-0.272500;10.278125;0.216250;0.000000;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872871582;3478;0.000000;0.000000;0.000000;0.000000;-0.066875;10.161875;0.262500;-0.280000;10.300000;0.184375;-0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872882178;3479;0.000000;0.000000;0.000000;0.000000;-0.046250;10.163750;0.278125;-0.253125;10.323750;0.171250;-0.002131;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872893409;3480;0.000000;0.000000;0.000000;0.000000;-0.043750;10.160000;0.257500;-0.263125;10.284375;0.190625;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872904628;3481;0.000000;0.000000;0.000000;0.000000;-0.045000;10.160625;0.243125;-0.248125;10.279375;0.214375;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872916242;3482;0.000000;0.000000;0.000000;0.000000;-0.063125;10.151250;0.271250;-0.241875;10.274375;0.183750;0.000000;0.000000;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872927106;3483;0.000000;0.000000;0.000000;0.000000;-0.046875;10.154375;0.276875;-0.255625;10.286875;0.191250;0.000000;0.001065;-0.002131;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872938372;3484;0.000000;0.000000;0.000000;0.000000;-0.038125;10.160625;0.250625;-0.256250;10.281875;0.193750;0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872949624;3485;0.000000;0.000000;0.000000;0.000000;-0.031875;10.155000;0.258750;-0.238750;10.278750;0.211875;0.000000;0.002131;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872960846;3486;0.000000;0.000000;0.000000;0.000000;-0.068125;10.152500;0.271875;-0.252500;10.285000;0.196875;-0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872961563;3487;0.000000;0.000000;0.000000;0.000000;-0.056250;10.161875;0.275625;-0.254375;10.268750;0.208750;-0.003196;0.001065;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872972148;3488;0.000000;0.000000;0.000000;0.000000;-0.040000;10.158750;0.265625;-0.266250;10.287500;0.205000;0.000000;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872983375;3489;0.000000;0.000000;0.000000;0.000000;-0.040000;10.149375;0.255000;-0.265000;10.291875;0.195625;0.000000;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928872994730;3490;0.000000;0.000000;0.000000;0.000000;-0.062500;10.155625;0.268750;-0.246875;10.277500;0.213125;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873005892;3491;0.000000;0.000000;0.000000;0.000000;-0.057500;10.165625;0.257500;-0.243750;10.276875;0.195000;0.000000;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873017136;3492;0.000000;0.000000;0.000000;0.000000;-0.049375;10.164375;0.262500;-0.235625;10.281250;0.171875;0.000000;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873028387;3493;0.000000;0.000000;0.000000;0.000000;-0.033750;10.152500;0.261875;-0.248125;10.288750;0.194375;-0.002131;0.002131;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873039567;3494;0.000000;0.000000;0.000000;0.000000;-0.053125;10.156875;0.266250;-0.266250;10.281250;0.195000;-0.002131;0.000000;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873040163;3495;0.000000;0.000000;0.000000;0.000000;-0.056250;10.156875;0.253750;-0.256250;10.293750;0.205000;0.000000;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873050793;3496;0.000000;0.000000;0.000000;0.000000;-0.043125;10.161250;0.260625;-0.225625;10.292500;0.188750;0.000000;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873062145;3497;0.000000;0.000000;0.000000;0.000000;-0.034375;10.153125;0.243750;-0.250625;10.291875;0.192500;0.000000;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873073378;3498;0.000000;0.000000;0.000000;0.000000;-0.048125;10.161250;0.245000;-0.268750;10.280000;0.201250;0.001065;0.001065;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873084672;3499;0.000000;0.000000;0.000000;0.000000;-0.060000;10.164375;0.270000;-0.251250;10.275625;0.216875;-0.001065;0.002131;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873096091;3500;0.000000;0.000000;0.000000;0.000000;-0.050625;10.161875;0.276250;-0.262500;10.276875;0.208125;0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873107132;3501;0.000000;0.000000;0.000000;0.000000;-0.039375;10.164375;0.268125;-0.241875;10.268750;0.190625;0.000000;0.000000;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873118464;3502;0.000000;0.000000;0.000000;0.000000;-0.037500;10.154375;0.256875;-0.232500;10.289375;0.208125;-0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873129586;3503;0.000000;0.000000;0.000000;0.000000;-0.058750;10.145625;0.256250;-0.235000;10.291875;0.208125;-0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873130282;3504;0.000000;0.000000;0.000000;0.000000;-0.052500;10.161875;0.264375;-0.247500;10.291875;0.223125;0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873140911;3505;0.000000;0.000000;0.000000;0.000000;-0.043125;10.162500;0.273125;-0.263750;10.285000;0.174375;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873152277;3506;0.000000;0.000000;0.000000;0.000000;-0.037500;10.155625;0.255625;-0.249375;10.276250;0.183750;0.000000;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873163430;3507;0.000000;0.000000;0.000000;0.000000;-0.061250;10.154375;0.268750;-0.266875;10.272500;0.183125;0.000000;0.000000;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873174610;3508;0.000000;0.000000;0.000000;0.000000;-0.061250;10.166250;0.266250;-0.253125;10.280000;0.183125;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873185925;3509;0.000000;0.000000;0.000000;0.000000;-0.049375;10.161875;0.266875;-0.229375;10.278125;0.185000;0.001065;0.002131;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873197151;3510;0.000000;0.000000;0.000000;0.000000;-0.040000;10.163750;0.258750;-0.258750;10.296875;0.210625;0.000000;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873208379;3511;0.000000;0.000000;0.000000;0.000000;-0.051250;10.153125;0.268750;-0.261250;10.293750;0.190625;-0.001065;0.001065;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873219603;3512;0.000000;0.000000;0.000000;0.000000;-0.061250;10.150625;0.275000;-0.232500;10.277500;0.204375;-0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873220209;3513;0.000000;0.000000;0.000000;0.000000;-0.049375;10.151875;0.265000;-0.253125;10.292500;0.178125;0.000000;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873230912;3514;0.000000;0.000000;0.000000;0.000000;-0.034375;10.160625;0.271875;-0.233125;10.281250;0.188125;0.000000;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873242096;3515;0.000000;0.000000;0.000000;0.000000;-0.046250;10.153750;0.264375;-0.228125;10.286250;0.175000;0.000000;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873253336;3516;0.000000;0.000000;0.000000;0.000000;-0.054375;10.159375;0.258125;-0.246875;10.272500;0.192500;0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873264696;3517;0.000000;0.000000;0.000000;0.000000;-0.052500;10.165000;0.258125;-0.246250;10.281250;0.186875;0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873276160;3518;0.000000;0.000000;0.000000;0.000000;-0.041250;10.161875;0.255625;-0.230625;10.291875;0.199375;0.000000;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873287180;3519;0.000000;0.000000;0.000000;0.000000;-0.045000;10.157500;0.254375;-0.244375;10.276250;0.204375;-0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873298435;3520;0.000000;0.000000;0.000000;0.000000;-0.053750;10.155625;0.267500;-0.231875;10.279375;0.212500;-0.001065;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873309586;3521;0.000000;0.000000;0.000000;0.000000;-0.064375;10.161875;0.260000;-0.230000;10.295000;0.199375;0.000000;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873310202;3522;0.000000;0.000000;0.000000;0.000000;-0.039375;10.165625;0.266250;-0.248125;10.287500;0.203750;0.000000;0.001065;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873320912;3523;0.000000;0.000000;0.000000;0.000000;-0.030000;10.150000;0.259375;-0.247500;10.260000;0.191875;0.000000;0.001065;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873332123;3524;0.000000;0.000000;0.000000;0.000000;-0.047500;10.158750;0.255000;-0.256250;10.272500;0.190625;0.000000;0.002131;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873343400;3525;0.000000;0.000000;0.000000;0.000000;-0.060625;10.161875;0.268750;-0.255625;10.291250;0.190000;0.000000;0.002131;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873354686;3526;0.000000;0.000000;0.000000;0.000000;-0.055625;10.170000;0.263125;-0.246250;10.289375;0.206250;0.002131;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873365876;3527;0.000000;0.000000;0.000000;0.000000;-0.039375;10.161875;0.263125;-0.263750;10.281875;0.188750;0.002131;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873377185;3528;0.000000;0.000000;0.000000;0.000000;-0.044375;10.156875;0.259375;-0.271250;10.266875;0.199375;-0.001065;0.000000;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873388351;3529;0.000000;0.000000;0.000000;0.000000;-0.057500;10.163750;0.272500;-0.259375;10.267500;0.186875;-0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873400036;3530;0.000000;0.000000;0.000000;0.000000;-0.050625;10.161250;0.260000;-0.246250;10.283125;0.188125;-0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873401067;3531;0.000000;0.000000;0.000000;0.000000;-0.051250;10.166250;0.256875;-0.261875;10.276250;0.198125;-0.001065;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873410957;3532;0.000000;0.000000;0.000000;0.000000;-0.036875;10.154375;0.261250;-0.260625;10.291875;0.188125;0.000000;0.001065;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873422136;3533;0.000000;0.000000;0.000000;0.000000;-0.064375;10.156250;0.263125;-0.253125;10.291250;0.178125;0.000000;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873433434;3534;0.000000;0.000000;0.000000;0.000000;-0.053125;10.161875;0.265000;-0.250625;10.270625;0.199375;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873444651;3535;0.000000;0.000000;0.000000;0.000000;-0.046875;10.161875;0.254375;-0.243750;10.295625;0.191250;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873455885;3536;0.000000;0.000000;0.000000;0.000000;-0.030625;10.161875;0.257500;-0.256250;10.276250;0.191875;0.000000;0.000000;-0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873467119;3537;0.000000;0.000000;0.000000;0.000000;-0.060625;10.155625;0.266250;-0.251875;10.290000;0.190000;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873478450;3538;0.000000;0.000000;0.000000;0.000000;-0.060625;10.166875;0.272500;-0.262500;10.281875;0.212500;-0.001065;0.000000;0.001065;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873489633;3539;0.000000;0.000000;0.000000;0.000000;-0.047500;10.162500;0.259375;-0.246250;10.274375;0.210000;0.001065;-0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873490280;3540;0.000000;0.000000;0.000000;0.000000;-0.035625;10.155625;0.242500;-0.243125;10.283750;0.225000;0.000000;0.001065;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873500841;3541;0.000000;0.000000;0.000000;0.000000;-0.051250;10.147500;0.276250;-0.245625;10.305000;0.190625;-0.001065;0.002131;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873512216;3542;0.000000;0.000000;0.000000;0.000000;-0.066875;10.158125;0.262500;-0.263125;10.297500;0.178125;-0.001065;0.000000;0.000000;0;0;0
18:04:ED:C4:75:1A;imu9;1655928873523622;3543;0.000000;0.000000;0.000000;0.000000;-0.041250;10.167500;0.261875;-0.251250;10.271250;0.170625;0.001065;0.000000;0.000000;0;0;0
